user_id,item_id,rating
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,1
0,7,1
0,8,1
0,9,2
0,10,2
0,11,2
0,12,2
0,13,1
0,14,1
0,15,2
0,16,1
0,17,1
0,18,1
0,19,1
0,20,2
0,21,2
0,22,2
0,23,2
0,24,1
0,25,1
0,26,1
0,27,2
0,28,2
0,29,1
0,30,2
0,31,1
0,32,1
0,33,2
0,34,1
0,35,1
0,36,2
0,37,2
0,38,1
0,39,1
0,40,1
0,41,2
0,42,0
0,43,1
0,44,1
0,45,1
0,46,1
0,47,1
0,48,2
0,49,2
0,50,2
0,51,2
0,52,2
0,53,1
0,54,2
0,55,2
0,56,1
0,57,1
0,58,1
0,59,1
0,60,1
0,61,2
0,62,1
0,63,1
0,64,2
0,65,2
0,66,2
0,67,2
0,68,2
0,69,1
0,70,1
0,71,1
0,72,1
0,73,2
0,74,1
0,75,0
0,76,1
0,77,2
0,78,1
0,79,1
0,80,2
0,81,1
0,82,1
0,83,1
0,84,1
0,85,2
0,86,2
0,87,2
0,88,1
0,89,1
0,90,2
0,91,1
0,92,1
0,93,1
0,94,2
0,95,1
0,96,1
0,97,1
0,98,0
0,99,2
1,0,2
1,1,2
1,2,2
1,3,2
1,4,2
1,5,2
1,6,2
1,7,2
1,8,2
1,9,2
1,10,2
1,11,2
1,12,2
1,13,2
1,14,2
1,15,2
1,16,2
1,17,2
1,18,2
1,19,0
1,20,2
1,21,2
1,22,2
1,23,2
1,24,2
1,25,1
1,26,2
1,27,2
1,28,2
1,29,2
1,30,2
1,31,1
1,32,2
1,33,2
1,34,2
1,35,0
1,36,2
1,37,2
1,38,2
1,39,2
1,40,2
1,41,2
1,42,2
1,43,1
1,44,2
1,45,2
1,46,2
1,47,2
1,48,2
1,49,2
1,50,2
1,51,2
1,52,2
1,53,2
1,54,2
1,55,2
1,56,0
1,57,2
1,58,1
1,59,1
1,60,2
1,61,2
1,62,2
1,63,2
1,64,2
1,65,2
1,66,2
1,67,2
1,68,2
1,69,2
1,70,2
1,71,2
1,72,0
1,73,2
1,74,0
1,75,2
1,76,2
1,77,2
1,78,2
1,79,2
1,80,2
1,81,2
1,82,2
1,83,2
1,84,2
1,85,2
1,86,2
1,87,2
1,88,1
1,89,2
1,90,2
1,91,2
1,92,2
1,93,0
1,94,2
1,95,1
1,96,2
1,97,2
1,98,2
1,99,2
2,0,2
2,1,2
2,2,2
2,3,2
2,4,1
2,5,2
2,6,1
2,7,1
2,8,1
2,9,1
2,10,2
2,11,1
2,12,1
2,13,2
2,14,2
2,15,2
2,16,2
2,17,2
2,18,1
2,19,2
2,20,2
2,21,2
2,22,2
2,23,2
2,24,2
2,25,1
2,26,2
2,27,2
2,28,2
2,29,1
2,30,2
2,31,1
2,32,1
2,33,2
2,34,1
2,35,2
2,36,2
2,37,2
2,38,2
2,39,2
2,40,2
2,41,2
2,42,2
2,43,1
2,44,2
2,45,2
2,46,1
2,47,1
2,48,2
2,49,2
2,50,1
2,51,2
2,52,2
2,53,1
2,54,2
2,55,1
2,56,2
2,57,1
2,58,1
2,59,1
2,60,2
2,61,1
2,62,1
2,63,1
2,64,2
2,65,2
2,66,2
2,67,2
2,68,1
2,69,1
2,70,1
2,71,2
2,72,1
2,73,1
2,74,2
2,75,2
2,76,1
2,77,1
2,78,1
2,79,2
2,80,2
2,81,1
2,82,1
2,83,2
2,84,1
2,85,2
2,86,1
2,87,2
2,88,1
2,89,1
2,90,2
2,91,2
2,92,2
2,93,2
2,94,2
2,95,1
2,96,2
2,97,1
2,98,2
2,99,2
3,0,2
3,1,2
3,2,2
3,3,2
3,4,2
3,5,2
3,6,2
3,7,2
3,8,2
3,9,2
3,10,2
3,11,2
3,12,2
3,13,2
3,14,2
3,15,2
3,16,2
3,17,2
3,18,2
3,19,2
3,20,2
3,21,2
3,22,2
3,23,2
3,24,2
3,25,1
3,26,2
3,27,2
3,28,2
3,29,2
3,30,2
3,31,2
3,32,2
3,33,2
3,34,2
3,35,2
3,36,2
3,37,2
3,38,2
3,39,2
3,40,2
3,41,2
3,42,2
3,43,2
3,44,2
3,45,2
3,46,2
3,47,2
3,48,2
3,49,2
3,50,2
3,51,2
3,52,2
3,53,2
3,54,2
3,55,2
3,56,2
3,57,2
3,58,1
3,59,2
3,60,2
3,61,2
3,62,2
3,63,2
3,64,2
3,65,2
3,66,2
3,67,2
3,68,2
3,69,2
3,70,2
3,71,2
3,72,2
3,73,2
3,74,2
3,75,2
3,76,2
3,77,2
3,78,2
3,79,2
3,80,2
3,81,2
3,82,2
3,83,2
3,84,2
3,85,2
3,86,2
3,87,2
3,88,1
3,89,2
3,90,2
3,91,2
3,92,2
3,93,2
3,94,2
3,95,2
3,96,2
3,97,2
3,98,2
3,99,2
4,0,2
4,1,2
4,2,2
4,3,0
4,4,1
4,5,1
4,6,1
4,7,1
4,8,1
4,9,1
4,10,2
4,11,1
4,12,1
4,13,1
4,14,1
4,15,1
4,16,1
4,17,1
4,18,1
4,19,1
4,20,2
4,21,1
4,22,2
4,23,2
4,24,1
4,25,1
4,26,1
4,27,1
4,28,2
4,29,1
4,30,1
4,31,1
4,32,1
4,33,2
4,34,1
4,35,1
4,36,2
4,37,1
4,38,1
4,39,1
4,40,1
4,41,1
4,42,1
4,43,1
4,44,1
4,45,1
4,46,1
4,47,1
4,48,0
4,49,2
4,50,1
4,51,1
4,52,2
4,53,1
4,54,2
4,55,1
4,56,1
4,57,1
4,58,1
4,59,1
4,60,1
4,61,2
4,62,1
4,63,1
4,64,2
4,65,1
4,66,2
4,67,2
4,68,1
4,69,1
4,70,1
4,71,1
4,72,1
4,73,2
4,74,1
4,75,1
4,76,1
4,77,1
4,78,1
4,79,1
4,80,1
4,81,1
4,82,1
4,83,1
4,84,1
4,85,2
4,86,1
4,87,1
4,88,1
4,89,2
4,90,1
4,91,1
4,92,1
4,93,1
4,94,2
4,95,1
4,96,1
4,97,1
4,98,1
4,99,2
5,0,2
5,1,2
5,2,2
5,3,2
5,4,2
5,5,2
5,6,1
5,7,2
5,8,1
5,9,2
5,10,2
5,11,2
5,12,1
5,13,2
5,14,1
5,15,2
5,16,2
5,17,2
5,18,2
5,19,2
5,20,2
5,21,2
5,22,2
5,23,2
5,24,2
5,25,1
5,26,2
5,27,2
5,28,2
5,29,2
5,30,2
5,31,1
5,32,2
5,33,2
5,34,2
5,35,2
5,36,2
5,37,2
5,38,2
5,39,1
5,40,2
5,41,2
5,42,2
5,43,2
5,44,2
5,45,2
5,46,2
5,47,2
5,48,2
5,49,2
5,50,2
5,51,2
5,52,2
5,53,2
5,54,2
5,55,2
5,56,2
5,57,2
5,58,1
5,59,1
5,60,2
5,61,2
5,62,2
5,63,2
5,64,2
5,65,2
5,66,2
5,67,2
5,68,2
5,69,2
5,70,2
5,71,2
5,72,1
5,73,2
5,74,1
5,75,2
5,76,2
5,77,1
5,78,2
5,79,2
5,80,2
5,81,2
5,82,0
5,83,2
5,84,2
5,85,2
5,86,2
5,87,2
5,88,1
5,89,2
5,90,2
5,91,1
5,92,2
5,93,2
5,94,2
5,95,1
5,96,2
5,97,2
5,98,2
5,99,2
6,0,2
6,1,2
6,2,2
6,3,2
6,4,2
6,5,2
6,6,1
6,7,2
6,8,1
6,9,2
6,10,2
6,11,2
6,12,2
6,13,2
6,14,2
6,15,2
6,16,1
6,17,1
6,18,1
6,19,1
6,20,2
6,21,2
6,22,2
6,23,2
6,24,0
6,25,1
6,26,2
6,27,2
6,28,2
6,29,1
6,30,2
6,31,1
6,32,2
6,33,2
6,34,1
6,35,1
6,36,2
6,37,2
6,38,2
6,39,1
6,40,1
6,41,2
6,42,2
6,43,2
6,44,2
6,45,1
6,46,1
6,47,1
6,48,2
6,49,2
6,50,2
6,51,2
6,52,2
6,53,2
6,54,2
6,55,2
6,56,1
6,57,1
6,58,1
6,59,1
6,60,2
6,61,2
6,62,2
6,63,2
6,64,2
6,65,2
6,66,2
6,67,2
6,68,2
6,69,2
6,70,2
6,71,1
6,72,1
6,73,2
6,74,1
6,75,2
6,76,1
6,77,2
6,78,2
6,79,2
6,80,2
