user_id,item_id,rating
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
0,11,2
0,12,2
0,13,2
0,14,1
0,15,2
0,16,1
0,17,2
0,18,2
0,19,2
0,20,1
0,21,2
0,22,1
0,23,2
0,24,2
0,25,2
0,26,2
0,27,2
0,28,2
0,29,2
0,30,2
0,31,2
0,32,2
0,33,2
0,34,2
0,35,2
0,36,2
0,37,2
0,38,2
0,39,2
0,40,2
0,41,2
0,42,2
0,43,2
0,44,2
0,45,2
0,46,2
0,47,2
0,48,2
0,49,2
0,50,2
0,51,2
0,52,2
0,53,2
0,54,2
0,55,2
0,56,1
0,57,2
0,58,2
0,59,2
0,60,2
0,61,2
0,62,1
0,63,2
0,64,2
0,65,2
0,66,2
0,67,2
0,68,1
0,69,2
0,70,2
0,71,2
0,72,2
0,73,2
0,74,2
0,75,1
0,76,2
0,77,2
0,78,2
0,79,1
0,80,1
0,81,2
0,82,1
0,83,2
0,84,2
0,85,2
0,86,2
0,87,2
0,88,2
0,89,1
0,90,2
0,91,2
0,92,1
0,93,2
0,94,2
0,95,2
0,96,2
0,97,2
0,98,2
0,99,2
1,0,1
1,1,2
1,2,2
1,3,1
1,4,2
1,5,2
1,6,2
1,7,2
1,8,2
1,9,2
1,10,1
1,11,1
1,12,2
1,13,1
1,14,1
1,15,2
1,16,1
1,17,1
1,18,2
1,19,2
1,20,1
1,21,1
1,22,1
1,23,1
1,24,2
1,25,2
1,26,2
1,27,1
1,28,1
1,29,2
1,30,2
1,31,1
1,32,2
1,33,2
1,34,2
1,35,2
1,36,1
1,37,2
1,38,1
1,39,1
1,40,2
1,41,2
1,42,1
1,43,2
1,44,2
1,45,2
1,46,2
1,47,2
1,48,1
1,49,2
1,50,2
1,51,2
1,52,1
1,53,1
1,54,1
1,55,2
1,56,1
1,57,2
1,58,0
1,59,2
1,60,1
1,61,1
1,62,1
1,63,1
1,64,2
1,65,1
1,66,1
1,67,2
1,68,1
1,69,2
1,70,2
1,71,1
1,72,2
1,73,1
1,74,2
1,75,1
1,76,2
1,77,2
1,78,2
1,79,1
1,80,1
1,81,2
1,82,1
1,83,2
1,84,2
1,85,2
1,86,2
1,87,1
1,88,2
1,89,1
1,90,2
1,91,1
1,92,1
1,93,2
1,94,2
1,95,1
1,96,2
1,97,1
1,98,2
1,99,2
2,0,1
2,1,2
2,2,2
2,3,1
2,4,2
2,5,2
2,6,1
2,7,2
2,8,1
2,9,2
2,10,1
2,11,1
2,12,2
2,13,1
2,14,1
2,15,1
2,16,1
2,17,1
2,18,2
2,19,1
2,20,1
2,21,2
2,22,1
2,23,1
2,24,2
2,25,1
2,26,2
2,27,1
2,28,1
2,29,1
2,30,2
2,31,1
2,32,1
2,33,1
2,34,1
2,35,2
2,36,2
2,37,1
2,38,1
2,39,1
2,40,2
2,41,2
2,42,1
2,43,0
2,44,2
2,45,2
2,46,2
2,47,1
2,48,1
2,49,2
2,50,2
2,51,2
2,52,1
2,53,1
2,54,1
2,55,1
2,56,1
2,57,2
2,58,2
2,59,1
2,60,2
2,61,1
2,62,1
2,63,2
2,64,2
2,65,1
2,66,1
2,67,2
2,68,1
2,69,2
2,70,2
2,71,1
2,72,2
2,73,1
2,74,2
2,75,1
2,76,0
2,77,1
2,78,1
2,79,1
2,80,1
2,81,2
2,82,1
2,83,2
2,84,2
2,85,2
2,86,2
2,87,1
2,88,2
2,89,1
2,90,2
2,91,1
2,92,1
2,93,1
2,94,2
2,95,2
2,96,2
2,97,2
2,98,1
2,99,2
3,0,2
3,1,2
3,2,2
3,3,2
3,4,2
3,5,2
3,6,2
3,7,2
3,8,2
3,9,2
3,10,2
3,11,2
3,12,2
3,13,2
3,14,1
3,15,2
3,16,1
3,17,2
3,18,2
3,19,2
3,20,1
3,21,1
3,22,2
3,23,1
3,24,2
3,25,2
3,26,2
3,27,2
3,28,2
3,29,2
3,30,2
3,31,2
3,32,2
3,33,2
3,34,2
3,35,2
3,36,2
3,37,2
3,38,2
3,39,2
3,40,2
3,41,2
3,42,2
3,43,2
3,44,2
3,45,2
3,46,2
3,47,2
3,48,2
3,49,2
3,50,2
3,51,2
3,52,1
3,53,0
3,54,2
3,55,2
3,56,2
3,57,2
3,58,2
3,59,2
3,60,1
3,61,2
3,62,1
3,63,1
3,64,2
3,65,2
3,66,2
3,67,2
3,68,1
3,69,2
3,70,2
3,71,2
3,72,2
3,73,2
3,74,2
3,75,1
3,76,2
3,77,2
3,78,2
3,79,2
3,80,2
3,81,2
3,82,2
3,83,2
3,84,2
3,85,2
3,86,2
3,87,0
3,88,2
3,89,1
3,90,2
3,91,2
3,92,1
3,93,2
3,94,2
3,95,2
3,96,2
3,97,2
3,98,2
3,99,2
4,0,1
4,1,2
4,2,2
4,3,1
4,4,2
4,5,2
4,6,2
4,7,2
4,8,2
4,9,2
4,10,1
4,11,1
4,12,2
4,13,1
4,14,1
4,15,2
4,16,1
4,17,1
4,18,2
4,19,2
4,20,1
4,21,1
4,22,1
4,23,1
4,24,2
4,25,2
4,26,2
4,27,1
4,28,1
4,29,2
4,30,2
4,31,1
4,32,2
4,33,2
4,34,2
4,35,1
4,36,1
4,37,2
4,38,1
4,39,1
4,40,2
4,41,2
4,42,1
4,43,2
4,44,2
4,45,2
4,46,2
4,47,2
4,48,1
4,49,2
4,50,2
4,51,2
4,52,1
4,53,1
4,54,1
4,55,2
4,56,1
4,57,1
4,58,1
4,59,2
4,60,1
4,61,1
4,62,1
4,63,1
4,64,2
4,65,1
4,66,1
4,67,2
4,68,1
4,69,2
4,70,1
4,71,1
4,72,2
4,73,1
4,74,2
4,75,1
4,76,2
4,77,2
4,78,2
4,79,1
4,80,1
4,81,1
4,82,1
4,83,2
4,84,2
4,85,2
4,86,2
4,87,1
4,88,2
4,89,1
4,90,2
4,91,1
4,92,1
4,93,1
4,94,2
4,95,1
4,96,2
4,97,1
4,98,2
4,99,2
5,0,1
5,1,2
5,2,2
5,3,1
5,4,2
5,5,2
5,6,1
5,7,2
5,8,1
5,9,2
5,10,1
5,11,1
5,12,2
5,13,1
5,14,1
5,15,1
5,16,1
5,17,1
5,18,2
5,19,1
5,20,1
5,21,1
5,22,1
5,23,1
5,24,2
5,25,1
5,26,2
5,27,1
5,28,1
5,29,1
5,30,2
5,31,1
5,32,1
5,33,1
5,34,2
5,35,1
5,36,2
5,37,1
5,38,1
5,39,1
5,40,2
5,41,2
5,42,1
5,43,1
5,44,2
5,45,1
5,46,2
5,47,1
5,48,1
5,49,2
5,50,1
5,51,2
5,52,1
5,53,1
5,54,1
5,55,2
5,56,1
5,57,2
5,58,1
5,59,2
5,60,1
5,61,1
5,62,1
5,63,1
5,64,2
5,65,1
5,66,1
5,67,0
5,68,1
5,69,2
5,70,2
5,71,1
5,72,2
5,73,1
5,74,2
5,75,1
5,76,2
5,77,1
5,78,1
5,79,1
5,80,1
5,81,1
5,82,1
5,83,2
5,84,2
5,85,2
5,86,2
5,87,1
5,88,2
5,89,1
5,90,2
5,91,1
5,92,1
5,93,1
5,94,2
5,95,1
5,96,2
5,97,1
5,98,1
5,99,0
6,0,2
6,1,2
6,2,2
6,3,2
6,4,2
6,5,2
6,6,2
6,7,2
6,8,2
6,9,2
6,10,1
6,11,2
6,12,2
6,13,2
6,14,1
6,15,2
6,16,1
6,17,2
6,18,2
6,19,2
6,20,1
6,21,1
6,22,1
6,23,1
6,24,2
6,25,2
6,26,2
6,27,2
6,28,2
6,29,2
6,30,2
6,31,2
6,32,2
6,33,2
6,34,2
6,35,2
6,36,2
6,37,2
6,38,1
6,39,1
6,40,2
6,41,2
6,42,1
6,43,2
6,44,2
6,45,2
6,46,2
6,47,2
6,48,1
6,49,2
6,50,2
6,51,2
6,52,1
6,53,1
6,54,2
6,55,2
6,56,1
6,57,2
6,58,2
6,59,2
6,60,1
6,61,1
6,62,1
6,63,1
6,64,2
6,65,2
6,66,2
6,67,2
6,68,1
6,69,2
6,70,2
6,71,2
6,72,2
6,73,2
6,74,2
6,75,1
6,76,2
6,77,2
6,78,2
6,79,1
6,80,2
